ts_code,name,industry,list_date
603708.SH,家家悦,超市连锁,20161213
002865.SZ,钧达股份,电气设备,20170425
002836.SZ,新宏泽,广告包装,20161229
002842.SZ,翔鹭钨业,小金属,20170119
002824.SZ,和胜股份,铝,20170112
603983.SH,丸美生物,日用化工,20190725
603203.SH,快克智能,专用机械,20161108
603035.SH,常熟汽饰,汽车配件,20170105
603727.SH,博迈科,石油开采,20161122
300458.SZ,全志科技,半导体,20150515
300413.SZ,芒果超媒,影视音像,20150121
300481.SZ,濮阳惠成,化工原料,20150630
300408.SZ,三环集团,元器件,20141203
600908.SH,无锡银行,银行,20160923
002839.SZ,张家港行,银行,20170124
601229.SH,上海银行,银行,20161116
603323.SH,苏农银行,银行,20161129
600919.SH,江苏银行,银行,20160802
002807.SZ,江阴银行,银行,20160902
601128.SH,常熟银行,银行,20160930
601997.SH,贵阳银行,银行,20160816
600926.SH,杭州银行,银行,20161027
601838.SH,成都银行,银行,20180131
603322.SH,超讯通信,通信设备,20160728
300582.SZ,英飞特,元器件,20161228
300557.SZ,理工光科,电器仪表,20161101
603336.SH,宏辉果蔬,农业综合,20161124
300623.SZ,捷捷微电,半导体,20170314
002840.SZ,华统股份,食品,20170110
601881.SH,中国银河,证券,20170123
603797.SH,联泰环保,环境保护,20170413
300563.SZ,神宇股份,通信设备,20161114
300624.SZ,万兴科技,软件服务,20180118
002833.SZ,弘亚数控,专用机械,20161228
300657.SZ,弘信电子,元器件,20170523
300562.SZ,乐心医疗,医疗保健,20161116
300565.SZ,科信技术,通信设备,20161122
603585.SH,苏利股份,农药化肥,20161214
002831.SZ,裕同科技,广告包装,20161216
002845.SZ,同兴达,元器件,20170125
603517.SH,ST绝味,食品,20170317
603990.SH,麦迪科技,软件服务,20161208
603577.SH,汇金通,电气设备,20161222
603298.SH,杭叉集团,工程机械,20161227
603668.SH,天马科技,饲料,20170117
603966.SH,法兰泰克,专用机械,20170125
300587.SZ,天铁科技,橡胶,20170105
300575.SZ,中旗股份,农药化肥,20161220
300504.SZ,天邑股份,通信设备,20180330
603833.SH,欧派家居,家居用品,20170328
002837.SZ,英维克,专用机械,20161229
300686.SZ,智动力,元器件,20170804
300566.SZ,激智科技,元器件,20161115
300567.SZ,精测电子,电器仪表,20161122
002857.SZ,三晖电气,电器仪表,20170323
002848.SZ,高斯贝尔,家用电器,20170213
002841.SZ,视源股份,元器件,20170119
603637.SH,镇海股份,建筑工程,20170208
603877.SH,太平鸟,服饰,20170109
603928.SH,兴业股份,化工原料,20161212
603086.SH,先达股份,农药化肥,20170511
603218.SH,日月股份,电气设备,20161228
603823.SH,百合花,染料涂料,20161220
603228.SH,景旺电子,元器件,20170106
002960.SZ,青鸟智控,专用机械,20190809
300615.SZ,欣天科技,通信设备,20170215
603638.SH,艾迪精密,专用机械,20170120
603579.SH,荣泰健康,家用电器,20170111
603677.SH,奇精机械,家用电器,20170206
002858.SZ,力盛体育,文教休闲,20170324
603177.SH,德创环保,环境保护,20170207
603538.SH,美诺华,化学制药,20170407
601020.SH,华钰矿业,铅锌,20160316
300682.SZ,朗新科技,软件服务,20170801
603039.SH,泛微网络,软件服务,20170113
603037.SH,凯众股份,汽车配件,20170120
603811.SH,诚意药业,化学制药,20170315
601375.SH,中原证券,证券,20170103
603881.SH,数据港,软件服务,20170208
603626.SH,科森科技,元器件,20170209
002850.SZ,科达利,电气设备,20170302
002861.SZ,瀛通通讯,元器件,20170413
300606.SZ,金太阳,机械基件,20170208
300619.SZ,金银河,专用机械,20170301
603303.SH,得邦照明,家用电器,20170330
601228.SH,广州港,港口,20170329
300580.SZ,贝斯特,汽车配件,20170111
603358.SH,华达科技,汽车配件,20170125
603038.SH,华立股份,家居用品,20170116
603040.SH,新坐标,汽车配件,20170209
300578.SZ,会畅科技,通信设备,20170125
300571.SZ,平治信息,互联网,20161213
300598.SZ,诚迈科技,软件服务,20170120
002867.SZ,周大生,服饰,20170427
603165.SH,荣晟环保,造纸,20170117
603839.SH,安正时尚,服饰,20170214
603360.SH,百傲化学,农药化肥,20170206
002953.SZ,日丰股份,电气设备,20190509
002855.SZ,捷荣技术,元器件,20170321
603208.SH,江山欧派,家居用品,20170210
603032.SH,德新科技,专用机械,20170105
603908.SH,牧高笛,纺织,20170307
300597.SZ,吉大通信,通信设备,20170123
603665.SH,康隆达,服饰,20170313
300987.SZ,川网传媒,互联网,20210511
300581.SZ,晨曦航空,航空,20161220
300576.SZ,容大感光,染料涂料,20161220
300684.SZ,中石科技,元器件,20171227
000166.SZ,申万宏源,证券,20150126
603089.SH,正裕工业,汽车配件,20170126
002846.SZ,英联股份,广告包装,20170207
002847.SZ,盐津铺子,食品,20170208
300592.SZ,华凯易佰,互联网,20170120
603817.SH,海峡环保,环境保护,20170220
300678.SZ,中科信息,软件服务,20170728
603217.SH,元利科技,化工原料,20190620
603337.SH,杰克科技,纺织机械,20170119
300568.SZ,星源材质,化工原料,20161201
603238.SH,诺邦股份,纺织,20170222
002853.SZ,皮阿诺,家居用品,20170310
603378.SH,*ST亚士,染料涂料,20170928
603330.SH,天洋新材,塑料,20170213
603615.SH,茶花股份,家居用品,20170213
603656.SH,泰禾智能,专用机械,20170321
300617.SZ,安靠智电,电气设备,20170228
002849.SZ,威星智能,电器仪表,20170217
600996.SH,贵广网络,影视音像,20161226
603393.SH,新天然气,供气供热,20160912
603630.SH,拉芳家化,日用化工,20170313
603955.SH,大千生态,建筑工程,20170310
300865.SZ,大宏立,专用机械,20200824
603138.SH,海量数据,软件服务,20170306
603960.SH,克来机电,汽车配件,20170314
603896.SH,寿仙谷,中成药,20170510
002852.SZ,道道全,食品,20170310
300659.SZ,中孚信息,IT设备,20170526
603903.SH,中持股份,环境保护,20170314
603991.SH,领先股份,半导体,20170308
603768.SH,常青股份,汽车配件,20170324
300647.SZ,超频三,化工原料,20170503
603385.SH,惠达卫浴,家居用品,20170405
002875.SZ,安奈儿,服饰,20170601
603178.SH,圣龙股份,汽车配件,20170328
002774.SZ,快意电梯,运输设备,20170324
003002.SZ,壶化股份,化工原料,20200922
603078.SH,江化微,半导体,20170410
603396.SH,金辰股份,专用机械,20171018
002961.SZ,瑞达期货,多元金融,20190905
300867.SZ,圣元环保,环境保护,20200824
300800.SZ,力合科技,环境保护,20191106
603787.SH,新日股份,摩托车,20170427
603179.SH,新泉股份,汽车配件,20170317
601952.SH,苏垦农发,种植业,20170515
603920.SH,世运电路,元器件,20170426
300593.SZ,新雷能,电气设备,20170113
300577.SZ,开润股份,纺织,20161221
603096.SH,XD新经典,出版业,20170425
603803.SH,瑞斯康达,通信设备,20170420
002862.SZ,实丰文化,文教休闲,20170411
603758.SH,秦安股份,汽车配件,20170517
603050.SH,科林电气,电气设备,20170414
002906.SZ,华阳集团,汽车配件,20171013
300958.SZ,建工修复,环境保护,20210329
300756.SZ,金马游乐,专用机械,20181228
002878.SZ,元隆雅图,广告包装,20170606
300787.SZ,海能实业,元器件,20190815
603906.SH,龙蟠科技,电气设备,20170410
603180.SH,金牌家居,家居用品,20170512
603041.SH,美思德,化工原料,20170330
603536.SH,惠发食品,食品,20170613
603113.SH,金能科技,化工原料,20170511
300629.SZ,新劲刚,元器件,20170324
300583.SZ,赛托生物,化学制药,20170106
002882.SZ,金龙羽,电气设备,20170717
002868.SZ,绿康生化,农业综合,20170503
603680.SH,今创集团,运输设备,20180227
603232.SH,格尔软件,软件服务,20170421
003020.SZ,立方制药,化学制药,20201215
603269.SH,海鸥股份,机械基件,20170517
603229.SH,奥翔药业,化学制药,20170509
603826.SH,坤彩科技,染料涂料,20170414
002859.SZ,洁美科技,元器件,20170407
603058.SH,永吉股份,广告包装,20161223
603855.SH,华荣股份,专用机械,20170524
603127.SH,昭衍新药,医疗保健,20170825
002870.SZ,香山股份,汽车配件,20170515
300589.SZ,江龙船艇,船舶,20170113
300601.SZ,康泰生物,生物制药,20170207
002902.SZ,铭普光磁,通信设备,20170929
300585.SZ,奥联电子,汽车配件,20161229
603926.SH,铁流股份,汽车配件,20170510
002860.SZ,星帅尔,家用电器,20170412
603501.SH,XD豪威集,半导体,20170504
603200.SH,上海洗霸,环境保护,20170601
300612.SZ,宣亚国际,广告包装,20170215
603586.SH,金麒麟,汽车配件,20170406
300868.SZ,杰美特,元器件,20200824
300945.SZ,曼卡龙,服饰,20210210
603139.SH,康惠股份,中成药,20170421
002926.SZ,华西证券,证券,20180205
603776.SH,永安行,公共交通,20170817
603496.SH,恒为科技,IT设备,20170607
002871.SZ,伟隆股份,机械基件,20170511
603728.SH,鸣志电器,电气设备,20170509
002869.SZ,金溢科技,通信设备,20170515
300588.SZ,熙菱信息,IT设备,20170105
300590.SZ,移为通信,通信设备,20170111
300613.SZ,富瀚微,半导体,20170220
300618.SZ,寒锐钴业,小金属,20170306
300616.SZ,尚品宅配,家居用品,20170307
002876.SZ,三利谱,元器件,20170525
002872.SZ,ST天圣,医药商业,20170519
603717.SH,天域生物,农业综合,20170327
603879.SH,永悦科技,化工原料,20170614
603081.SH,大丰实业,专用机械,20170420
002863.SZ,今飞凯达,汽车配件,20170418
603721.SH,中广天择,影视音像,20170811
300645.SZ,正元智慧,软件服务,20170421
300610.SZ,晨化股份,化工原料,20170213
300675.SZ,建科院,建筑工程,20170719
300638.SZ,广和通,通信设备,20170413
300602.SZ,飞荣达,元器件,20170126
300996.SZ,普联软件,软件服务,20210603
300595.SZ,欧普康视,医疗保健,20170117
003025.SZ,思进智能,机床制造,20201211
300584.SZ,海辰药业,化学制药,20170112
300599.SZ,雄塑科技,塑料,20170123
603335.SH,迪生力,汽车配件,20170620
300605.SZ,恒锋信息,软件服务,20170208
300591.SZ,万里马,服饰,20170110
300639.SZ,凯普生物,医疗保健,20170412
300608.SZ,思特奇,软件服务,20170213
603316.SH,诚邦股份,建筑工程,20170619
301098.SZ,金埔园林,建筑工程,20211112
603331.SH,百达精工,专用机械,20170705
603856.SH,东宏股份,塑料,20171106
603488.SH,展鹏科技,运输设备,20170516
603679.SH,华体科技,电气设备,20170621
002965.SZ,祥鑫科技,汽车配件,20191025
601121.SH,宝地矿业,普钢,20230310
300498.SZ,温氏股份,农业综合,20151102
603357.SH,设计总院,建筑工程,20170801
002866.SZ,传艺科技,IT设备,20170426
603093.SH,南华期货,多元金融,20190830
603970.SH,中农立华,农药化肥,20171116
002935.SZ,天奥电子,航空,20180903
002877.SZ,智能自控,机械基件,20170605
002900.SZ,哈三联,化学制药,20170922
002880.SZ,卫光生物,生物制药,20170616
603063.SH,禾望电气,电气设备,20170728
605303.SH,园林股份,建筑工程,20210301
002886.SZ,沃特股份,塑料,20170627
603387.SH,基蛋生物,医疗保健,20170717
002879.SZ,长缆科技,电气设备,20170707
603196.SH,璞源材料,服饰,20170531
603978.SH,深圳新星,小金属,20170807
601108.SH,财通证券,证券,20171024
001332.SZ,锡装股份,专用机械,20220920
603042.SH,华脉科技,通信设备,20170602
603587.SH,地素时尚,服饰,20180622
002893.SZ,京能热力,供气供热,20170915
603725.SH,天安新材,塑料,20170906
603985.SH,恒润股份,电气设备,20170505
603619.SH,中曼石油,石油开采,20171117
603938.SH,三孚股份,化工原料,20170628
603711.SH,香飘飘,软饮料,20171130
603880.SH,南卫股份,医疗保健,20170807
002884.SZ,凌霄泵业,机械基件,20170711
603767.SH,中马传动,汽车配件,20170613
603079.SH,圣达生物,食品,20170823
300622.SZ,博士眼镜,其他商业,20170315
300611.SZ,美力科技,汽车配件,20170220
300609.SZ,汇纳科技,软件服务,20170215
300767.SZ,震安科技,橡胶,20190329
300708.SZ,聚灿光电,半导体,20171016
300625.SZ,三雄极光,家用电器,20170317
300621.SZ,维业股份,装修装饰,20170316
301208.SZ,中亦科技,软件服务,20220707
300661.SZ,圣邦股份,半导体,20170606
300627.SZ,华测导航,通信设备,20170321
300626.SZ,华瑞股份,电气设备,20170320
300620.SZ,光库科技,通信设备,20170310
300633.SZ,开立医疗,医疗保健,20170406
300628.SZ,亿联网络,通信设备,20170317
300701.SZ,森霸传感,元器件,20170915
300908.SZ,仲景食品,食品,20201123
300695.SZ,兆丰股份,汽车配件,20170908
300637.SZ,扬帆新材,化工原料,20170412
300603.SZ,立昂技术,通信设备,20170126
300635.SZ,中达安,建筑工程,20170331
300699.SZ,光威复材,化纤,20170901
301286.SZ,侨源股份,化工原料,20220614
300636.SZ,同和药业,化学制药,20170331
300662.SZ,科锐国际,文教休闲,20170608
300670.SZ,大烨智能,电气设备,20170703
300663.SZ,科蓝软件,软件服务,20170608
300700.SZ,岱勒新材,矿物制品,20170912
601155.SH,新城控股,区域地产,20151204
603055.SH,台华新材,纺织,20170921
300801.SZ,泰和科技,化工原料,20191128
603535.SH,嘉诚国际,仓储物流,20170808
603233.SH,大参林,医药商业,20170731
300652.SZ,雷迪克,汽车配件,20170516
300648.SZ,星云股份,电气设备,20170425
300953.SZ,震裕科技,电气设备,20210318
300685.SZ,艾德生物,医疗保健,20170802
301153.SZ,中科江南,软件服务,20220518
601019.SH,山东出版,出版业,20171122
603289.SH,XD泰瑞机,专用机械,20171031
300643.SZ,万通智控,汽车配件,20170505
300837.SZ,浙矿股份,专用机械,20200605
300514.SZ,友讯达,电器仪表,20170426
300650.SZ,太龙股份,元器件,20170503
300653.SZ,正海生物,医疗保健,20170516
300676.SZ,华大基因,医疗保健,20170714
603110.SH,东方材料,染料涂料,20171013
002883.SZ,*ST中设,建筑工程,20170620
603226.SH,菲林格尔,家居用品,20170615
300963.SZ,中洲特材,小金属,20210409
603648.SH,畅联股份,仓储物流,20170913
603916.SH,苏博特,化工原料,20171110
603683.SH,晶华新材,化工原料,20171020
603933.SH,睿能科技,元器件,20170706
002887.SZ,绿茵生态,环境保护,20170801
300690.SZ,双一科技,电气设备,20170808
300641.SZ,正丹股份,化工原料,20170418
300680.SZ,隆盛科技,汽车配件,20170725
300604.SZ,长川科技,半导体,20170417
300642.SZ,透景生命,医疗保健,20170421
300658.SZ,延江股份,纺织,20170602
300651.SZ,金陵体育,文教休闲,20170509
300649.SZ,杭州园林,建筑工程,20170505
300554.SZ,三超新材,矿物制品,20170421
300929.SZ,华骐环保,环境保护,20210120
300703.SZ,创源股份,文教休闲,20170919
002909.SZ,集泰股份,化工原料,20171026
603286.SH,日盈电子,汽车配件,20170627
603329.SH,上海雅仕,仓储物流,20171229
603809.SH,豪能股份,汽车配件,20171128
601162.SH,天风证券,证券,20181019
001979.SZ,招商蛇口,全国地产,20151230
300666.SZ,江丰电子,半导体,20170615
300660.SZ,江苏雷利,电气设备,20170602
300667.SZ,必创科技,电器仪表,20170619
300655.SZ,晶瑞电材,半导体,20170523
603757.SH,大元泵业,机械基件,20170711
002827.SZ,高争民爆,化工原料,20161209
603326.SH,我乐家居,家居用品,20170616
603980.SH,吉华集团,染料涂料,20170615
603813.SH,*ST原尚,公路,20170918
603458.SH,勘设股份,建筑工程,20170809
603260.SH,合盛硅业,化工原料,20171030
601619.SH,嘉泽新能,新型电力,20170720
002890.SZ,弘宇股份,农用机械,20170802
601949.SH,中国出版,出版业,20170821
603617.SH,君禾股份,机械基件,20170703
003006.SZ,百亚股份,造纸,20200921
603882.SH,金域医学,医疗保健,20170908
002826.SZ,易明医药,化学制药,20161209
300817.SZ,双飞集团,机械基件,20200218
300656.SZ,民德电子,IT设备,20170519
603136.SH,天目湖,旅游景点,20170927
300671.SZ,富满微,半导体,20170705
300791.SZ,仙乐健康,医疗保健,20190925
603801.SH,志邦家居,家居用品,20170630
002888.SZ,惠威科技,元器件,20170721
300888.SZ,稳健医疗,医疗保健,20200917
002885.SZ,京泉华,元器件,20170627
603707.SH,健友股份,生物制药,20170719
600918.SH,中泰证券,证券,20200603
300693.SZ,盛弘股份,电气设备,20170822
300640.SZ,德艺文创,家居用品,20170417
300761.SZ,立华股份,农业综合,20190218
300706.SZ,阿石创,元器件,20170926
603380.SH,易德龙,元器件,20170622
002881.SZ,美格智能,元器件,20170622
002898.SZ,*ST赛隆,化学制药,20170912
603922.SH,ST金鸿顺,汽车配件,20171023
603305.SH,旭升集团,汽车配件,20170710
300681.SZ,英搏尔,汽车配件,20170725
603595.SH,ST东尼,元器件,20170712
603129.SH,春风动力,摩托车,20170818
300688.SZ,创业黑马,文教休闲,20170810
300677.SZ,英科医疗,医疗保健,20170721
300712.SZ,永福股份,建筑工程,20171031
002891.SZ,中宠股份,饲料,20170821
603365.SH,水星家纺,纺织,20171120
603106.SH,恒银科技,IT设备,20170920
300668.SZ,杰恩股份,装修装饰,20170619
301503.SZ,智迪科技,IT设备,20230717
300691.SZ,联合光电,元器件,20170811
300672.SZ,国科微,半导体,20170712
300669.SZ,沪宁股份,运输设备,20170629
600901.SH,江苏金租,多元金融,20180301
002897.SZ,意华股份,元器件,20170907
603500.SH,祥和实业,运输设备,20170904
002895.SZ,川恒股份,化工原料,20170825
002901.SZ,大博医疗,医疗保健,20170922
603976.SH,正川股份,医疗保健,20170822
300683.SZ,海特生物,生物制药,20170808
001218.SZ,丽臣实业,化工原料,20211015
603386.SH,骏亚科技,元器件,20170912
603605.SH,珀莱雅,日用化工,20171115
603557.SH,*ST起步,服饰,20170818
603183.SH,建研院,建筑工程,20170905
603363.SH,傲农生物,饲料,20170926
603181.SH,XD皇马科,化工原料,20170824
603321.SH,梅轮电梯,运输设备,20170915
300687.SZ,赛意信息,软件服务,20170803
603076.SH,乐惠国际,专用机械,20171113
300679.SZ,电连技术,元器件,20170731
603083.SH,剑桥科技,通信设备,20171110
605151.SH,西上海,汽车配件,20201215
002892.SZ,科力尔,电气设备,20170817
002920.SZ,德赛西威,汽车配件,20171226
603087.SH,甘李药业,生物制药,20200629
603499.SH,翔港科技,广告包装,20171016
300723.SZ,一品红,化学制药,20171116
603659.SH,璞泰来,化工原料,20171103
603283.SH,赛腾股份,专用机械,20171225
603533.SH,掌阅科技,互联网,20170921
603429.SH,*ST集友,广告包装,20170124
300689.SZ,澄天伟业,通信设备,20170809
600025.SH,华能水电,水力发电,20171215
002970.SZ,锐明技术,IT设备,20191217
002918.SZ,蒙娜丽莎,陶瓷,20171219
003033.SZ,征和工业,汽车配件,20210111
301428.SZ,世纪恒通,互联网,20230519
603967.SH,中创物流,仓储物流,20190429
603103.SH,横店影视,影视音像,20171012
603709.SH,中源家居,家居用品,20180208
003036.SZ,泰坦股份,纺织机械,20210128
605108.SH,同庆楼,酒店餐饮,20200716
601330.SH,绿色动力,环境保护,20180611
002919.SZ,名臣健康,互联网,20171218
601068.SH,中铝国际,建筑工程,20180831
605296.SH,神农集团,农业综合,20210528
002921.SZ,联诚精密,汽车配件,20171227
603917.SH,合力科技,汽车配件,20171204
002903.SZ,宇环数控,机床制造,20171013
002899.SZ,英派斯,文教休闲,20170915
603214.SH,爱婴室,百货,20180330
002896.SZ,中大力德,机械基件,20170829
603507.SH,振江股份,电气设备,20171106
603392.SH,万泰生物,生物制药,20200429
300720.SZ,海川智能,电器仪表,20171106
300696.SZ,爱乐达,航空,20170822
300697.SZ,电工合金,铜,20170907
301333.SZ,诺思格,医疗保健,20220802
300717.SZ,华信新材,塑料,20171106
300713.SZ,英可瑞,电气设备,20171101
300692.SZ,中赋科技,环境保护,20170821
300743.SZ,天地数码,IT设备,20180427
300949.SZ,奥雅股份,建筑工程,20210226
300878.SZ,维康药业,中成药,20200824
301026.SZ,浩通科技,小金属,20210716
300709.SZ,精研科技,元器件,20171019
300730.SZ,科创信息,软件服务,20171205
603893.SH,瑞芯微,半导体,20200207
605006.SH,山东玻纤,玻璃,20200903
600968.SH,海油发展,石油开采,20190626
300886.SZ,华业香料,化工原料,20200916
603655.SH,朗博科技,汽车配件,20171229
002908.SZ,德生科技,软件服务,20171020
603829.SH,洛凯股份,电气设备,20171017
603466.SH,XD风语筑,文教休闲,20171020
002912.SZ,中新赛克,IT设备,20171121
603506.SH,南都物业,房产服务,20180201
001227.SZ,兰州银行,银行,20220117
002907.SZ,华森制药,中成药,20171020
002922.SZ,伊戈尔,电气设备,20171229
300702.SZ,天宇股份,化学制药,20170919
603895.SH,天永智能,专用机械,20180122
605136.SH,丽人丽妆,其他商业,20200929
603912.SH,佳力图,专用机械,20171101
002999.SZ,天禾股份,批发业,20200903
300769.SZ,德方纳米,化工原料,20190415
002915.SZ,中欣氟材,化工原料,20171205
002939.SZ,长城证券,证券,20181026
300719.SZ,安达维尔,航空,20171109
002913.SZ,奥士康,元器件,20171201
002925.SZ,盈趣科技,元器件,20180115
002945.SZ,华林证券,证券,20190117
603848.SH,好太太,家居用品,20171201
300726.SZ,宏达电子,元器件,20171121
300707.SZ,威唐工业,汽车配件,20171010
300827.SZ,上能电气,电气设备,20200410
002958.SZ,青农商行,银行,20190326
300777.SZ,中简科技,化纤,20190516
603607.SH,京华激光,造纸,20171025
601528.SH,瑞丰银行,银行,20210625
603685.SH,晨丰科技,电气设备,20171127
603661.SH,恒林股份,家居用品,20171121
603356.SH,华菱精工,运输设备,20180124
603676.SH,卫信康,化学制药,20170721
002966.SZ,苏州银行,银行,20190802
300674.SZ,宇信科技,软件服务,20181107
601860.SH,紫金银行,银行,20190103
002910.SZ,庄园牧场,乳制品,20171031
300607.SZ,拓斯达,专用机械,20170209
603578.SH,三星新材,家用电器,20170306
002948.SZ,青岛银行,银行,20190116
603278.SH,大业股份,钢加工,20171113
600903.SH,贵州燃气,供气供热,20171107
301017.SZ,漱玉平民,医药商业,20210705
300710.SZ,万隆光电,通信设备,20171019
300943.SZ,春晖智控,机械基件,20210210
300731.SZ,科创新源,橡胶,20171208
300727.SZ,润禾材料,化工原料,20171127
300711.SZ,广哈通信,通信设备,20171101
601456.SH,国联民生,证券,20200731
301028.SZ,鼎熔岩,专用机械,20210720
603871.SH,嘉友国际,仓储物流,20180206
002936.SZ,郑州银行,银行,20180919
002917.SZ,金奥博,化工原料,20171208
603580.SH,*ST艾艾,塑料,20170525
300738.SZ,奥飞数据,软件服务,20180119
300718.SZ,长盛轴承,机械基件,20171106
002864.SZ,盘龙药业,中成药,20171116
605158.SH,华达新材,钢加工,20200805
603590.SH,康辰药业,生物制药,20180827
603161.SH,科华控股,汽车配件,20180105
603059.SH,倍加洁,日用化工,20180302
600928.SH,西安银行,银行,20190301
603109.SH,神驰机电,电气设备,20191231
300829.SZ,金丹科技,食品,20200422
002989.SZ,中天精装,装修装饰,20200610
002916.SZ,深南电路,元器件,20171213
603379.SH,XD三美股,化工原料,20190402
300721.SZ,怡达股份,化工原料,20171115
300732.SZ,设研院,建筑工程,20171212
300733.SZ,西菱动力,汽车配件,20180116
300634.SZ,彩讯股份,软件服务,20180323
300735.SZ,光弘科技,元器件,20171229
002928.SZ,华夏航空,空运,20180302
300722.SZ,新余国科,航空,20171110
300968.SZ,格林精密,元器件,20210415
300807.SZ,天迈科技,软件服务,20191219
603949.SH,雪龙集团,汽车配件,20200310
603486.SH,科沃斯,家用电器,20180528
300632.SZ,光莆股份,半导体,20170406
300715.SZ,凯伦股份,其他建材,20171026
601200.SH,上海环境,环境保护,20170331
300773.SZ,拉卡拉,软件服务,20190425
300737.SZ,科顺股份,其他建材,20180125
603225.SH,新凤鸣,化纤,20170418
002995.SZ,天地在线,互联网,20200805
300725.SZ,药石科技,化学制药,20171110
601990.SH,南京证券,证券,20180613
603733.SH,仙鹤股份,造纸,20180420
603897.SH,长城科技,电气设备,20180410
603890.SH,春秋电子,元器件,20171212
603666.SH,亿嘉和,专用机械,20180612
002978.SZ,安宁股份,小金属,20200417
603596.SH,伯特利,汽车配件,20180427
300962.SZ,中金辐照,医疗保健,20210409
300786.SZ,国林科技,环境保护,20190723
300848.SZ,美瑞新材,化工原料,20200720
300781.SZ,因赛集团,广告包装,20190606
002873.SZ,新天药业,中成药,20170519
300745.SZ,欣锐科技,汽车配件,20180523
300783.SZ,三只松鼠,食品,20190712
300785.SZ,值得买,互联网,20190715
300740.SZ,水羊股份,日用化工,20180208
603477.SH,巨星农牧,农业综合,20171218
300810.SZ,中科海讯,船舶,20191206
300724.SZ,捷佳伟创,专用机械,20180810
300936.SZ,中英科技,元器件,20210126
003003.SZ,天元股份,广告包装,20200921
300935.SZ,盈建科,软件服务,20210120
300673.SZ,佩蒂股份,饲料,20170711
603105.SH,芯能科技,电气设备,20180709
002981.SZ,朝阳科技,元器件,20200417
301380.SZ,挖金客,软件服务,20221025
603722.SH,阿科力,化工原料,20171025
301469.SZ,恒达新材,造纸,20230822
603516.SH,淳中科技,IT设备,20180202
300760.SZ,迈瑞医疗,医疗保健,20181016
605266.SH,健之佳,医药商业,20201201
603301.SH,振德医疗,医疗保健,20180412
002931.SZ,锋龙股份,机械基件,20180403
300771.SZ,智莱科技,IT设备,20190422
300644.SZ,南京聚隆,塑料,20180206
603773.SH,沃格光电,元器件,20180417
603279.SH,景津装备,环境保护,20190729
300749.SZ,顶固集创,家居用品,20180925
300788.SZ,中信出版,出版业,20190705
300752.SZ,隆利科技,元器件,20181130
300739.SZ,明阳电路,元器件,20180201
300883.SZ,龙利得,造纸,20200910
603700.SH,宁水集团,电器仪表,20190122
301062.SZ,上海艾录,广告包装,20210914
603150.SH,万朗磁塑,塑料,20220124
603267.SH,鸿远电子,元器件,20190515
002927.SZ,泰永长征,电气设备,20180223
603256.SH,宏和科技,玻璃,20190719
301076.SZ,新瀚新材,化工原料,20211011
300853.SZ,申昊科技,专用机械,20200724
300747.SZ,锐科激光,专用机械,20180625
300741.SZ,华宝股份,食品,20180301
300839.SZ,博汇股份,石油加工,20200630
605178.SH,时空科技,装修装饰,20200821
603706.SH,东方环宇,供气供热,20180709
603353.SH,和顺石油,石油贸易,20200407
301035.SZ,润丰股份,农药化肥,20210728
300894.SZ,火星人,家用电器,20201231
300698.SZ,万马科技,通信设备,20170831
603220.SH,中贝通信,通信设备,20181115
300751.SZ,迈为股份,专用机械,20181109
300768.SZ,迪普科技,软件服务,20190412
300915.SZ,海融科技,乳制品,20201202
605098.SH,XD行动教,文教休闲,20210421
603693.SH,江苏新能,新型电力,20180703
002992.SZ,宝明科技,元器件,20200803
300849.SZ,锦盛新材,塑料,20200710
601869.SH,长飞光纤,通信设备,20180720
300897.SZ,山科智能,电器仪表,20200928
601066.SH,中信建投,证券,20180620
300902.SZ,国安达,专用机械,20201029
002942.SZ,新农股份,农药化肥,20181205
301018.SZ,申菱环境,专用机械,20210707
300899.SZ,上海凯鑫,环境保护,20201016
603681.SH,永冠新材,化工原料,20190326
603755.SH,日辰股份,食品,20190828
300758.SZ,七彩化学,染料涂料,20190222
603297.SH,永新光学,元器件,20180910
300757.SZ,罗博特科,专用机械,20190108
300694.SZ,蠡湖股份,汽车配件,20181015
603650.SH,彤程新材,化工原料,20180627
301335.SZ,天元宠物,文教休闲,20221118
605088.SH,XD冠盛股,汽车配件,20200817
301258.SZ,富士莱,化学制药,20220329
002940.SZ,昂利康,化学制药,20181023
002937.SZ,兴瑞科技,元器件,20180926
300759.SZ,康龙化成,化学制药,20190128
603629.SH,利通电子,元器件,20181224
603810.SH,丰山集团,农药化肥,20180917
603876.SH,鼎胜新材,铝,20180418
603527.SH,众源新材,铜,20170907
603713.SH,密尔克卫,仓储物流,20180713
300877.SZ,金春股份,纺织,20200824
300896.SZ,爱美客,医疗保健,20200928
300981.SZ,中红医疗,医疗保健,20210427
300753.SZ,爱朋医疗,医疗保健,20181213
603739.SH,蔚蓝生物,农业综合,20190116
603121.SH,华培动力,汽车配件,20190111
301226.SZ,祥明智能,电气设备,20220325
603192.SH,汇得科技,化工原料,20180828
300775.SZ,三角防务,航空,20190521
002941.SZ,新疆交建,建筑工程,20181128
601236.SH,红塔证券,证券,20190705
603790.SH,雅运股份,染料涂料,20180912
603915.SH,国茂股份,机械基件,20190614
301505.SZ,苏州规划,建筑工程,20230719
603277.SH,银都股份,专用机械,20170911
603657.SH,春光科技,家用电器,20180730
